                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.63781,                0.40237,                0.96303,                0.96427,                0.95729,                 0.9821,                 0.8682,                 0.5342,                0.31142,                0.89295,               0.002377,               0.002377,               0.002377
                     80,                0.63076,                0.39958,                0.96179,                0.96494,                0.95774,                0.98191,                 0.8699,                0.53266,                0.31073,                0.89139,               0.002278,               0.002278,               0.002278
                     81,                0.63537,                0.40136,                0.96272,                0.96446,                0.95804,                0.98192,                0.86942,                0.53248,                0.31029,                0.89171,               0.002179,               0.002179,               0.002179
                     82,                0.63338,                0.39983,                0.96236,                0.96556,                 0.9567,                0.98206,                0.86844,                0.53438,                0.31043,                0.89268,                0.00208,                0.00208,                0.00208
                     83,                0.63266,                0.39895,                0.96047,                  0.964,                0.95846,                0.98206,                0.86887,                0.53324,                0.31018,                 0.8919,               0.001981,               0.001981,               0.001981
                     84,                0.63049,                0.39708,                 0.9587,                0.96559,                0.95752,                 0.9821,                0.86907,                0.53245,                0.30965,                0.89131,               0.001882,               0.001882,               0.001882
                     85,                 0.6313,                0.39578,                0.96029,                0.96563,                0.95797,                 0.9821,                0.86931,                0.53201,                0.30946,                0.89103,               0.001783,               0.001783,               0.001783
                     86,                0.63283,                0.39528,                0.95991,                0.96524,                0.95813,                0.98215,                0.86933,                0.53205,                 0.3089,                0.89108,               0.001684,               0.001684,               0.001684
                     87,                0.62997,                0.39327,                0.96011,                0.96485,                0.95796,                0.98198,                0.86952,                0.53199,                 0.3092,                 0.8909,               0.001585,               0.001585,               0.001585
                     88,                0.62919,                0.39399,                0.95894,                0.96488,                0.95866,                0.98209,                0.86987,                0.53134,                0.30873,                 0.8907,               0.001486,               0.001486,               0.001486
                     89,                0.62694,                0.39194,                0.95682,                0.96484,                0.95923,                0.98217,                0.86992,                0.53121,                0.30839,                0.89053,               0.001387,               0.001387,               0.001387
                     90,                0.62431,                0.39016,                 0.9577,                 0.9647,                0.95975,                0.98219,                   0.87,                0.53127,                0.30835,                 0.8904,               0.001288,               0.001288,               0.001288
                     91,                0.57697,                0.34571,                0.93002,                0.96533,                0.95966,                0.98221,                0.86997,                0.53062,                0.30792,                0.89027,               0.001189,               0.001189,               0.001189
                     92,                0.57071,                0.33935,                0.92823,                0.96542,                0.95921,                0.98215,                0.86998,                0.53088,                0.30803,                0.89022,                0.00109,                0.00109,                0.00109
                     93,                0.56782,                0.33714,                0.92498,                0.96554,                0.95913,                0.98202,                0.86995,                0.53053,                0.30762,                 0.8902,               0.000991,               0.000991,               0.000991
                     94,                0.56651,                0.33517,                0.92585,                0.96544,                0.95901,                0.98209,                0.87024,                0.53019,                0.30738,                0.88999,               0.000892,               0.000892,               0.000892
                     95,                0.56269,                0.33147,                0.92328,                0.96586,                0.95879,                0.98202,                 0.8701,                0.53023,                0.30717,                 0.8899,               0.000793,               0.000793,               0.000793
                     96,                0.55995,                 0.3299,                0.92169,                0.96554,                0.95928,                0.98205,                0.87017,                0.53019,                0.30697,                0.88981,               0.000694,               0.000694,               0.000694
                     97,                0.55938,                0.32894,                0.92206,                0.96588,                0.95923,                0.98217,                0.87018,                0.53025,                0.30687,                0.88983,               0.000595,               0.000595,               0.000595
                     98,                 0.5585,                0.32735,                0.92167,                0.96599,                0.95918,                0.98207,                0.87042,                 0.5304,                0.30676,                0.88978,               0.000496,               0.000496,               0.000496
                     99,                0.55771,                0.32609,                0.92154,                0.96602,                0.95921,                0.98209,                0.87051,                0.53048,                0.30659,                0.88979,               0.000397,               0.000397,               0.000397
                    100,                0.55463,                0.32363,                0.91992,                0.96573,                0.95952,                0.98211,                0.87038,                0.53073,                0.30665,                 0.8898,               0.000298,               0.000298,               0.000298
